"","Metabolite","CAS","SUPER_PATHWAY","SUB_PATHWAY","COMP_ID","PLATFORM","RI","MASS","PUBCHEM","KEGG","HMDB"
"678","linoleate (18:2n6)","60-33-3;","Lipid","Essential fatty acid","1105","LC/MS Neg","5533","279.3","5280450","C01595","HMDB00673"
"679","linolenate [alpha or gamma; (18:3n3 or 6)]",NA,"Lipid","Essential fatty acid","34035","LC/MS Neg","5450","277.3",NA,"C06427","HMDB01388"
"680","lipitor","134523-03-8;","Xenobiotics","Drug","38619","LC/MS Neg","5091.5","557.29999999999995","60823","D00887,C06834","HMDB05006"
"681","lysine","56-87-1;","Amino acid","Lysine metabolism","1301","LC/MS Pos","603","147.19999999999999","5962","C00047","HMDB00182"
"682","lysylleucine","7369-79-1;","Peptide","Dipeptide","40020","LC/MS Pos","1546","260.2","7016103",NA,NA
"683","lysyllysine","13184-13-9;",NA,NA,"42090","LC/MS Pos","533","138.19999999999999","4293571",NA,NA
"684","lysylmethionine","97729-52-7;","Peptide","Dipeptide","41943","LC/MS Pos","1013.1","278.2",NA,NA,NA
"685","lysyltyrosine","35978-98-4;","Peptide","Dipeptide","42089","LC/MS Pos","1310","310.3",NA,NA,NA
"686","malate","6915-15-7;","Energy","Krebs cycle","1303","GC/MS","1502","233","525","C00149","HMDB00156"
"687","malonylcarnitine",NA,"Lipid","Fatty acid synthesis","37059","LC/MS Pos","980","248.1",NA,NA,"HMDB02095"
"688","maltohexaose","34620-77-4;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","35170","LC/MS Neg","1224","989.1","5288409","C01936","HMDB12253"
"689","maltopentaose","34620-76-3;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","35163","LC/MS Neg","1100","827.1","3710145","C06218","HMDB12254"
"690","maltose","6363-53-7;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15804","GC/MS","2176.1999999999998","204.1","439341","C00208","HMDB00163"
"691","maltotetraose","34612-38-9;","Carbohydrate","Oligosaccharide","15910","LC/MS Neg","965","665.1","439639; 25147451; 870","C02052","HMDB01296"
"692","maltotriose","1109-28-0;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15877","GC/MS","2419","204","439586","C01835","HMDB01262"
"693","mannitol","69-65-8;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15335","GC/MS","1839","319.10000000000002","6251","C00392","HMDB00765"
"694","mannose","3458-28-4;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","584","GC/MS","1753.5","203.9","161658","C00159","HMDB00169"
"695","mannose-6-phosphate","70442-25-0;104872-94-8;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","1469","GC/MS","2004.6","387.1",NA,"C00275","HMDB01078"
"696","margarate (17:0)","506-12-7;","Lipid","Long chain fatty acid","1121","LC/MS Neg","5733","269.3","10465",NA,"HMDB02259"
"697","metformin","1115-70-4;","Xenobiotics","Drug","39972","GC/MS","1746.4","284.10000000000002","4091","C07151","HMDB01921"
"698","methionine","63-68-3;","Amino acid","Cysteine, methionine, SAM, taurine metabolism","1302","LC/MS Pos","1252","150.1","6137","C00073","HMDB00696"
"699","methionylalanine","3061-96-9;","Peptide","Dipeptide","40685","LC/MS Pos","1500","221.1",NA,NA,NA
"700","methionylasparagine","36261-61-7;","Peptide","Dipeptide","40686","LC/MS Pos","1060.3","264.10000000000002","333467",NA,NA
"701","methionylaspartate","14595-65-4;",NA,NA,"40687","LC/MS Pos","1275.3","265.10000000000002",NA,NA,NA
"702","methionylglutamate","14517-44-3;","Peptide","Dipeptide","40693","LC/MS Pos","1503","279.10000000000002",NA,NA,NA
"703","methionylglycine","14486-03-4;","Peptide","Dipeptide","40717","LC/MS Pos","1478","207.1","259185",NA,NA
"704","methionylleucine","14486-16-9;","Peptide","Dipeptide","40023","LC/MS Pos","2698","263.2","3425788",NA,NA
"705","methionylphenylalanine","14492-14-9;","Peptide","Dipeptide","41441","LC/MS Pos","3042","297.2","100048",NA,NA
"706","methyl-alpha-glucopyranoside","97-30-3;","Xenobiotics","Chemical","20714","LC/MS Pos","1087","212.1","64947","C02603",NA
"707","methylglutaroylcarnitine",NA,"Amino acid","Valine, leucine and isoleucine metabolism","37060","LC/MS Pos","1900","290.10000000000002","128145",NA,"HMDB00552"
"708","methylphosphate","7023-27-0;","Nucleotide","Purine and pyrimidine metabolism","37070","GC/MS","1221","240.9","13130",NA,NA
"709","metoprolol","56392-17-7;","Xenobiotics","Drug","18037","LC/MS Pos","3205","268.2","4171","C07202,D02358","HMDB01932"
"710","metoprolol acid metabolite*",NA,"Xenobiotics","Drug","34109","LC/MS Pos","2535","268.2","62936",NA,NA
"711","myo-inositol","87-89-8;","Lipid","Inositol metabolism","19934","GC/MS","1924.9","217",NA,"C00137","HMDB00211"
"712","myristate (14:0)","544-63-8;","Lipid","Long chain fatty acid","1365","LC/MS Neg","5439","227.3","11005","C06424","HMDB00806"
"713","myristoleate (14:1n5)","544-64-9 ;","Lipid","Long chain fatty acid","32418","LC/MS Neg","5338","225.3","5281119","C08322","HMDB02000"
"714","myristoylcarnitine","18822-89-4;","Lipid","Carnitine metabolism","33952","LC/MS Pos","5113","372.4","6426854",NA,NA
"715","naproxen","22204-53-1;","Xenobiotics","Drug","12122","LC/MS Neg","4168","228.9","156391","C01517","HMDB01923"
"716","nervonate (24:1n9)","506-37-6 ;","Lipid","Long chain fatty acid","41820","GC/MS","2201","423.4","5281120","C08323","HMDB02368"
"717","nicotinamide","98-92-0;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","594","LC/MS Pos","1267","123.1","936","C00153","HMDB01406"
"718","nicotinamide adenine dinucleotide (NAD+)","53-84-9;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","5278","LC/MS Pos","1370","664","5892; 5893; 925","C00003","HMDB00902"
"719","nicotinamide adenine dinucleotide reduced (NADH)","58-68-4 ;606-68-8;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","31475","LC/MS Neg","1554","664.1","439153","C00004","HMDB01487"
"720","nicotinamide ribonucleotide (NMN)","1094-61-7;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","22152","LC/MS Pos","886","335.1","14180","C00455","HMDB00229"
"721","nicotinamide riboside*","1341-23-7;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","33013","LC/MS Pos","955","255.1",NA,NA,NA
"722","nicotinate","59-67-6;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","1504","LC/MS Neg","1221","122.1","938","C00253","HMDB01488"
"723","nicotinate adenine dinucleotide (NAAD+)","6450-77-7;104809-30-5;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","15725","LC/MS Neg","1236","662.9",NA,NA,NA
"724","octanoylcarnitine","3671-77-0;","Lipid","Carnitine metabolism","33936","LC/MS Pos","4100","288.3","123701",NA,NA
"725","oleate (18:1n9)","112-80-1;","Lipid","Long chain fatty acid","1359","GC/MS","1984.4","339.2","445639","C00712","HMDB00207"
"726","oleoylcarnitine",NA,"Lipid","Carnitine metabolism","35160","LC/MS Pos","5202","426.4",NA,NA,"HMDB05065"
"727","ophthalmate","495-27-2;","Amino acid","Glutathione metabolism","34592","LC/MS Neg","920","288.10000000000002","7018721",NA,"HMDB05765"
"728","ornithine","3184-13-2;","Amino acid","Urea cycle; arginine-, proline-, metabolism","1493","GC/MS","1763.8","141.9","6262","C00077","HMDB03374"
"729","p-acetamidophenylglucuronide","120595-80-4;","Xenobiotics","Drug","33423","LC/MS Neg","1377","326.10000000000002","4022661",NA,"HMDB10316"
"730","p-cresol sulfate","3233-57-7;","Amino acid","Phenylalanine & tyrosine metabolism","36103","LC/MS Neg","2896","187.1","2879","C01468",NA
"731","palmitate (16:0)","57-10-3;","Lipid","Long chain fatty acid","1336","LC/MS Neg","5619","255.3","985","C00249","HMDB00220"
"732","palmitoleate (16:1n7)","373-49-9;","Lipid","Long chain fatty acid","33447","LC/MS Neg","5477","253.3","445638","C08362","HMDB03229"
"733","palmitoyl sphingomyelin",NA,"Lipid","Sphingolipid","37506","GC/MS","2524","311.3","9939941",NA,NA
"734","palmitoylcarnitine","6865-14-1;","Lipid","Carnitine metabolism","22189","LC/MS Pos","5179","400.4","461",NA,NA
"735","pantothenate","137-08-6;","Cofactors and vitamins","Pantothenate and CoA metabolism","1508","LC/MS Pos","2218","220.1","6613","C00864","HMDB00210"
"736","paroxetine","110429-49-8;","Xenobiotics","Drug","40461","LC/MS Pos","4222","330.2","43815","D02362,C07415",NA
"737","pelargonate (9:0)","112-05-0;","Lipid","Medium chain fatty acid","12035","LC/MS Neg","4847","157.19999999999999","8158","C01601","HMDB00847"
"738","penicillin G","69-57-8;","Xenobiotics","Drug","37468","LC/MS Pos","3314","335.2","5904","C05551",NA
"739","pentadecanoate (15:0)","1002-84-2;","Lipid","Long chain fatty acid","1361","GC/MS","1853.5","299.2","13849","C16537","HMDB00826"
"740","phenol red","143-74-8;","Xenobiotics","Chemical","36817","LC/MS Neg","3650","353.1","4766","C12600",NA
"741","phenol sulfate","937-34-8;","Amino acid","Phenylalanine & tyrosine metabolism","32553","LC/MS Neg","2150","173.1","74426","C02180",NA
"742","phenylacetylglutamine","28047-15-6;","Amino acid","Phenylalanine & tyrosine metabolism","35126","LC/MS Pos","2868","265.2","306137","C04148","HMDB06344"
"743","phenylalanine","63-91-2;","Amino acid","Phenylalanine & tyrosine metabolism","64","LC/MS Pos","2056","166.1","6140","C00079","HMDB00159"
"744","phenylalanylalanine","3918-87-4;","Peptide","Dipeptide","41374","LC/MS Pos","2047.6","237.1","5488196",NA,NA
"745","phenylalanylarginine","1238-09-1;","Peptide","Dipeptide","41487","LC/MS Pos","1553","322.2","10268029",NA,NA
"746","phenylalanylaspartate","22828-05-3;","Peptide","Dipeptide","41419","LC/MS Pos","1901","281.10000000000002","6992643",NA,NA
"747","phenylalanylglutamate","3617-45-6;","Peptide","Dipeptide","41432","LC/MS Pos","2005","295.2","151134",NA,NA
"748","phenylalanylglycine","721-90-4;","Peptide","Dipeptide","41370","LC/MS Neg","2460.8000000000002","221.1","98207",NA,NA
"749","phenylalanylleucine","3303-55-7;","Peptide","Dipeptide","40192","LC/MS Pos","3252","279.2","4078229",NA,NA
"750","phenylalanylmethionine","15080-84-9;","Peptide","Dipeptide","41436","LC/MS Pos","2772","297.2",NA,NA,NA
"751","phenylalanylphenylalanine","2577-40-4;","Peptide","Dipeptide","38150","LC/MS Pos","3317","313.2","6993089",NA,NA
"752","phenylalanylproline","7669-65-0;","Peptide","Dipeptide","41392","LC/MS Neg","3170","261.2","7020641",NA,NA
"753","phenylalanylserine","16053-39-7;","Peptide","Dipeptide","40016","LC/MS Pos","1808","253.1","193508",NA,NA
"754","phenylalanyltryptophan","24587-41-5;","Peptide","Dipeptide","41377","LC/MS Pos","3349","352.2",NA,NA,NA
"755","phenylalanyltyrosine","17355-18-9;","Peptide","Dipeptide","41527","LC/MS Pos","2630","329.2",NA,NA,NA
"756","phenylalanylvaline","3918-90-9;","Peptide","Dipeptide","41393","LC/MS Pos","2570","265.10000000000002","7359121",NA,NA
"757","phosphate","7664-38-2 ;","Energy","Oxidative phosphorylation","11438","GC/MS","1307.7","298.89999999999998","1061","C00009","HMDB01429"
"758","phosphoenolpyruvate (PEP)","10526-80-4;","Carbohydrate","Glycolysis, gluconeogenesis, pyruvate metabolism","597","GC/MS","1595.4","369","1005","C00074","HMDB00263"
"759","phosphoethanolamine","1071-23-4;","Lipid","Glycerolipid metabolism","1600","LC/MS Neg","644","140.1","1015","C00346","HMDB00224"
"760","phytosphingosine","554-62-1;","Lipid","Sphingolipid","1510","LC/MS Pos","5189","318.39999999999998",NA,"C12144","HMDB04610"
"761","pipecolate","4043-87-2;","Amino acid","Lysine metabolism","1444","LC/MS Pos","1120","130.1","849","C00408","HMDB00070"
"762","piperine","94-62-2;","Xenobiotics","Food component/Plant","33935","LC/MS Pos","5136","286.2","638024","C03882",NA
"763","pivaloylcarnitine",NA,"Xenobiotics","Drug","35432","LC/MS Pos","2370","246.2","126894",NA,NA
"764","pregnanediol-3-glucuronide","1852-49-9;","Lipid","Sterol/Steroid","40708","LC/MS Neg","5136.8999999999996","495.4","123796",NA,NA
"765","pregnen-diol disulfate*",NA,"Lipid","Sterol/Steroid","32562","LC/MS Neg","3886","238.3",NA,"C05484","HMDB04025"
"766","pro-hydroxy-pro","18684-24-7;","Peptide","Dipeptide","35127","LC/MS Pos","960","229.2","11902892",NA,"HMDB06695"
"767","proline","147-85-3;","Amino acid","Urea cycle; arginine-, proline-, metabolism","1898","LC/MS Pos","796","116.1","145742","C00148","HMDB00162"
"768","prolylglycine","2578-57-6;","Peptide","Dipeptide","40703","LC/MS Pos","875","173.1","6426709",NA,NA
"769","prolylmethionine","52899-08-8;",NA,NA,"41386","LC/MS Pos","1736.8","247.1","5250073; 5233577",NA,NA
"770","propionylcarnitine","17298-37-2 ;","Lipid","Fatty acid metabolism (also BCAA metabolism)","32452","LC/MS Pos","1589","218.2","107738","C03017","HMDB00824"
"771","prostaglandin A2","13345-50-1;","Lipid","Eicosanoid","19761","LC/MS Neg","4875","333.3","5280880","C05953","HMDB02752"
"772","prostaglandin E2","363-24-6;","Lipid","Eicosanoid","7746","LC/MS Neg","4562","351.3","5280360","C00584","HMDB01220"
"773","pseudouridine","1445-07-4;","Nucleotide","Pyrimidine metabolism, uracil containing","33442","LC/MS Neg","1104","243.1",NA,"C02067","HMDB00767"
"774","putrescine","110-60-1;","Amino acid","Polyamine metabolism","1408","GC/MS","1705.8","174",NA,"C00134","HMDB01414"
"775","pyridoxal","65-22-5;","Cofactors and vitamins","Pyridoxal metabolism","1651","LC/MS Pos","1210","168.1","1050","C00250","HMDB01545"
"776","pyridoxate","82-82-6 ;","Cofactors and vitamins","Vitamin B6 metabolism","31555","LC/MS Neg","2210","182.1","6723","C00847","HMDB00017"
"777","pyroglutamine*",NA,"Amino acid","Glutamate metabolism","32672","LC/MS Pos","764","129.19999999999999","134508",NA,NA
"778","pyrophosphate (PPi)","1466-09-3;","Energy","Oxidative phosphorylation","2078","GC/MS","1642.3","451","644102","C00013","HMDB00250"
"779","quebrachitol","642-38-6;","Xenobiotics","Food component/Plant","37088","GC/MS","1797","217",NA,NA,NA
"780","quinate","77-95-2;","Xenobiotics","Food component/Plant","18335","GC/MS","1793","345.1",NA,"C00296","HMDB03072"
"781","quinidine","56-54-2;","Xenobiotics","Drug","39766","LC/MS Pos","2712.6","325.3","441074",NA,NA
"782","quinolinate","89-00-9;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","1899","GC/MS","1697.7","296.10000000000002","1066","C03722","HMDB00232"
"783","ranitidine","66357-59-3;","Xenobiotics","Drug","38595","LC/MS Pos","1967","315.10000000000002","3001055","D00422","HMDB01930"
"784","ribitol","488-81-3;","Carbohydrate","Nucleotide sugars, pentose metabolism","15772","GC/MS","1692.4","217",NA,"C00474","HMDB00508"
"785","riboflavin (Vitamin B2)","83-88-5;","Cofactors and vitamins","Riboflavin metabolism","1827","LC/MS Pos","3111","377.2","493570","C00255","HMDB00244"
"786","ribose","50-69-1;","Carbohydrate","Nucleotide sugars, pentose metabolism","12080","GC/MS","1639.2","204","5779","C00121","HMDB00283"
"787","ribulose","488-84-6;","Carbohydrate","Nucleotide sugars, pentose metabolism","35855","GC/MS","1662","306.10000000000002","12358756","C00309","HMDB00621,HMDB03371"
"788","saccharopine","997-68-2;","Amino acid","Lysine metabolism","1495","GC/MS","2082.1","357.2","160556","C00449","HMDB00279"
"789","salicylate","69-72-7;","Xenobiotics","Drug","1515","LC/MS Neg","2226","137.1","338","C00805","HMDB01895"
"790","sarcosine (N-Methylglycine)","107-97-1;","Amino acid","Glycine, serine and threonine metabolism","1516","GC/MS","1182.9000000000001","116","1088","C00213","HMDB00271"
"791","scyllo-inositol","488-59-5;","Lipid","Inositol metabolism","32379","GC/MS","1893.8","318.2",NA,"C06153","HMDB06088"
"792","sedoheptulose-7-phosphate","2646-35-7;","Carbohydrate","Nucleotide sugars, pentose metabolism","35649","GC/MS","2070","691.35","616","C05382","HMDB01068"
"793","serine","56-45-1;","Amino acid","Glycine, serine and threonine metabolism","1648","GC/MS","1389.1","204","5951; 617","C00065","HMDB03406"
"794","serylisoleucine*",NA,"Peptide","Dipeptide","40193","LC/MS Pos","2021","219.2",NA,NA,NA
"795","serylleucine","6665-16-3;","Peptide","Dipeptide","40066","LC/MS Pos","2106","219.2",NA,NA,NA
"796","serylphenyalanine",NA,"Peptide","Dipeptide","40054","LC/MS Pos","2348","253.2",NA,NA,NA
"797","serylvaline","51782-06-0;","Peptide","Dipeptide","42058","LC/MS Pos","1501","205.1",NA,NA,NA
"798","sorbitol","6706-59-8;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15053","GC/MS","1843","319.10000000000002","5780","C00794","HMDB00247"
"799","sorbitol 6-phosphate","108392-12-7;","Carbohydrate","Fructose, mannose, galactose, starch, and sucrose metabolism","15699","LC/MS Neg","613","261.10000000000002",NA,"C01096","HMDB05831"
"800","spermidine","124-20-9;","Amino acid","Polyamine metabolism","485","LC/MS Pos","533","146.19999999999999","1102","C00315","HMDB01257"
"801","spermine","71-44-3;","Amino acid","Polyamine metabolism","603","LC/MS Pos","506","203.2","1103","C00750","HMDB01256"
"802","sphinganine","3102-56-5;","Lipid","Sphingolipid","17769","LC/MS Pos","5175","302.3","91486; 46878428","C00836","HMDB00269"
"803","sphingosine","123-78-4;","Lipid","Sphingolipid","17747","LC/MS Pos","5197","300.2","5280335; 46878424","C00319","HMDB00252"
"804","squalene","111-02-4;","Lipid","Sterol/Steroid","1518","GC/MS","2205","69","638072","C00751","HMDB00256"
"805","stachydrine","4136-37-2;","Xenobiotics","Food component/Plant","34384","LC/MS Pos","860","144.1","115244","C10172","HMDB04827"
"806","stearate (18:0)","57-11-4;","Lipid","Long chain fatty acid","1358","LC/MS Neg","5886","283.39999999999998","5281","C01530","HMDB00827"
"807","stearidonate (18:4n3)","111174-40-4 ;","Lipid","Long chain fatty acid","33969","LC/MS Neg","5381","275.3","5312508","C16300","HMDB06547"
"808","stearoylcarnitine","18822-91-8;","Lipid","Carnitine metabolism","34409","LC/MS Pos","5300","428.4",NA,NA,"HMDB00848"
"809","streptomycin","3810-74-0;","Xenobiotics","Drug","39872","LC/MS Pos","543.29999999999995","300.8","19648",NA,NA
"810","succinate","110-15-6;","Energy","Krebs cycle","1437","GC/MS","1348","247","1110","C00042","HMDB00254"
"811","succinylcarnitine",NA,"Energy","Krebs cycle","37058","LC/MS Pos","1401","262.10000000000002",NA,NA,NA
"812","tartarate","87-69-4;6106-24-7;","Xenobiotics","Food component/Plant","15336","GC/MS","1626.1","292.10000000000002","875","C00898","HMDB00956"
"813","taurine","107-35-7;","Amino acid","Cysteine, methionine, SAM, taurine metabolism","2125","GC/MS","1616.4","254.1","1123","C00245","HMDB00251"
"814","testosterone",NA,"Lipid","Sterol/Steroid","19464","LC/MS Pos","5119","289.2","6013","C00535","HMDB00234"
"815","theobromine","83-67-0;","Xenobiotics","Xanthine metabolism","18392","LC/MS Pos","2136","181.1","5429","C07480","HMDB02825"
"816","threitol","2418-52-2;","Carbohydrate","Nucleotide sugars, pentose metabolism","35854","GC/MS","1513","217.1","169019","C16884","HMDB04136"
"817","threonate","70753-61-6;","Cofactors and vitamins","Ascorbate and aldarate metabolism","27738","GC/MS","1560.7","292.10000000000002","5460407; 439535; 21145021","C01620","HMDB00943"
"818","threonine","72-19-5;","Amino acid","Glycine, serine and threonine metabolism","1284","GC/MS","1412.3","218.1","6288","C00188","HMDB00167"
"819","threonylglutamate","54532-73-9;","Peptide","Dipeptide","42067","LC/MS Pos","819","249.2",NA,NA,NA
"820","threonylleucine","50299-12-2;","Peptide","Dipeptide","40051","LC/MS Pos","2204","233.2","7021827",NA,NA
"821","threonylmethionine","90729-28-5;","Peptide","Dipeptide","42068","LC/MS Pos","1641","251.1",NA,NA,NA
"822","threonylphenylalanine",NA,"Peptide","Dipeptide","31530","LC/MS Pos","2500","267.2","4099799; 4099798",NA,NA
"823","threonylvaline","99032-17-4;","Peptide","Dipeptide","42011","LC/MS Pos","1574.5","219.2","7020901",NA,NA
"824","thymidine","50-89-5;","Nucleotide","Pyrimidine metabolism, thymine containing","39539","LC/MS Neg","1935","284.8","5789","C00214","HMDB00273"
"825","thymine","65-71-4;","Nucleotide","Pyrimidine metabolism, thymine containing","604","GC/MS","1429.1","255","1135","C00178","HMDB00262"
"826","trans-4-hydroxyproline","51-35-4;","Amino acid","Urea cycle; arginine-, proline-, metabolism","1366","GC/MS","1537","140","5810; 69248","C01157","HMDB00725"
"827","trans-urocanate","104-98-3;","Amino acid","Histidine metabolism","607","LC/MS Pos","1119","139.1","736715","C00785","HMDB00301"
"828","triethyleneglycol","112-27-6;","Xenobiotics","Chemical","27743","LC/MS Pos","1824","168.1",NA,NA,NA
"829","trigonelline (N'-methylnicotinate)","6138-41-6 ;","Cofactors and vitamins","Nicotinate and nicotinamide metabolism","32401","LC/MS Pos","757","138.1","5570",NA,"HMDB00875"
"830","tryptophan","73-22-3;","Amino acid","Tryptophan metabolism","54","LC/MS Pos","2445","205.1","6305","C00078","HMDB00929"
"831","tryptophan betaine","20671-76-5;","Amino acid","Tryptophan metabolism","37097","LC/MS Pos","2464","247.1","442106","C09213",NA
"832","tryptophylasparagine","175027-11-9;","Peptide","Dipeptide","40661","LC/MS Pos","1963","319.2",NA,NA,NA
"833","tryptophylglutamate","36099-95-3;","Peptide","Dipeptide","41401","LC/MS Pos","2246","334.2","3634442",NA,NA
"834","tryptophylleucine","13123-35-8;","Peptide","Dipeptide","40080","LC/MS Pos","3369","318.2","323786",NA,NA
"835","tyrosine","60-18-4;","Amino acid","Phenylalanine & tyrosine metabolism","1299","LC/MS Pos","1516","182.1","6057","C00082","HMDB00158"
"836","tyrosylalanine","730-08-5;","Peptide","Dipeptide","40018","LC/MS Pos","1589.5","253.2","5496455; 7020632",NA,NA
"837","tyrosylglutamine","28252-40-6;","Peptide","Dipeptide","41459","LC/MS Pos","1437","310.2",NA,NA,NA
"838","tyrosylglycine","673-05-5;","Peptide","Dipeptide","41375","LC/MS Pos","1596.8","239.1","259323",NA,NA
"839","tyrosylhistidine","3788-44-1;","Peptide","Dipeptide","41464","LC/MS Pos","903","319.2",NA,NA,NA
"840","tyrosylleucine","17355-10-1;","Peptide","Dipeptide","40031","LC/MS Pos","2656","295.2","87071; 7009561",NA,NA
"841","tyrosyllysine","54925-88-1;","Peptide","Dipeptide","40656","LC/MS Pos","949.1","310.2",NA,NA,NA
"842","tyrosylphenylalanine","17355-11-2;","Peptide","Dipeptide","41492","LC/MS Pos","2890","329.2","3421919",NA,NA
"843","tyrosyltyrosine","1050-28-8;","Peptide","Dipeptide","40667","LC/MS Pos","2177","345.2","70590; 5057430",NA,NA
"844","tyrosylvaline","17355-09-8;","Peptide","Dipeptide","41424","LC/MS Pos","2041","281.2","7009560; 7009559",NA,NA
"845","undecanedioate","1852-04-6;","Lipid","Fatty acid, dicarboxylate","35671","LC/MS Neg","2376","215.1","15816",NA,"HMDB00888"
"846","uracil","66-22-8;","Nucleotide","Pyrimidine metabolism, uracil containing","605","GC/MS","1370.4","241","1174","C00106","HMDB00300"
"847","urate","69-93-2;120K5305;","Nucleotide","Purine metabolism, urate metabolism","1604","LC/MS Neg","769","167.1",NA,"C00366","HMDB00289"
"848","urea","57-13-6;","Amino acid","Urea cycle; arginine-, proline-, metabolism","1670","GC/MS","1223.9000000000001","171","1176","C00086","HMDB00294"
"849","uridine","58-96-8;","Nucleotide","Pyrimidine metabolism, uracil containing","606","LC/MS Neg","1430","243.1","6029","C00299","HMDB00296"
"850","uridine monophosphate (5' or 3')",NA,"Nucleotide","Pyrimidine metabolism, uracil containing","39879","LC/MS Pos","1079","325",NA,NA,NA
"851","valerylcarnitine",NA,"Lipid","Fatty acid metabolism","34406","LC/MS Pos","2584","246.2","16226475; 53481619",NA,"HMDB13128"
"852","valine","72-18-4;","Amino acid","Valine, leucine and isoleucine metabolism","1649","LC/MS Pos","1040","118.1","6287","C00183","HMDB00883"
"853","valylalanine","27493-61-4;","Peptide","Dipeptide","41518","LC/MS Pos","1278.5999999999999","189.1","6992637",NA,NA
"854","valylarginine","37682-75-0;","Peptide","Dipeptide","42072","LC/MS Pos","794.2","274.2","4266827",NA,NA
"855","valylasparagine","66170-00-1;","Peptide","Dipeptide","40727","LC/MS Neg","1334","230.2","10357; 439193","C00252","HMDB02923"
"856","valylaspartate","20556-16-5;","Peptide","Dipeptide","40650","LC/MS Pos","1073.3","233.1","7009608",NA,NA
"857","valylglutamate","3062-07-5;","Peptide","Dipeptide","32454","LC/MS Pos","1346","247.1","7009623",NA,NA
"858","valylglutamine","42854-54-6;","Peptide","Dipeptide","42079","LC/MS Pos","1102","246.2","7016044",NA,NA
"859","valylglycine","686-43-1;","Peptide","Dipeptide","40475","LC/MS Pos","1330","175.1","136487",NA,NA
"860","valylhistidine","13589-07-6;","Peptide","Dipeptide","40680","LC/MS Neg","1629.1","253.2",NA,NA,NA
"861","valylisoleucine","20556-14-3;","Peptide","Dipeptide","40050","LC/MS Pos","2365","231.2","7010531",NA,NA
"862","valylleucine",NA,"Peptide","Dipeptide","39994","LC/MS Pos","2503.3000000000002","231.2","352039",NA,NA
"863","valyllysine","22677-62-9;","Peptide","Dipeptide","41384","LC/MS Neg","1601.8","244.2","168058",NA,NA
"864","valylmethionine","14486-09-0;","Peptide","Dipeptide","40674","LC/MS Pos","2000","249.1","6993038",NA,NA
"865","valylphenylalanine","3918-92-1;","Peptide","Dipeptide","40688","LC/MS Pos","2790","265.2","6993119",NA,NA
"866","valylserine","15388-94-8;","Peptide","Dipeptide","40716","LC/MS Neg","1332","203.2","139506",NA,NA
"867","valyltryptophan","24587-37-9;","Peptide","Dipeptide","40649","LC/MS Pos","2830","304.2","168182",NA,NA
"868","valyltyrosine","3061-91-4;","Peptide","Dipeptide","40697","LC/MS Pos","2000","281.2","7009554",NA,NA
"869","valylvaline","3918-94-3;","Peptide","Dipeptide","40728","LC/MS Pos","1842","217.2","107475",NA,NA
"870","vanillylmandelate (VMA)","55-10-7;","Amino acid","Phenylalanine & tyrosine metabolism","1567","GC/MS","1806.8","297.10000000000002","1245","C05584","HMDB00291"
"871","venlafaxine","93413-69-5;","Xenobiotics","Drug","38623","LC/MS Pos","3700","278.2","5656","C07187","HMDB05016"
"872","xanthine","69-89-6;","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing","3147","LC/MS Pos","1430","153.1","1188","C00385","HMDB00292"
"873","xanthosine","146-80-5;","Nucleotide","Purine metabolism, (hypo)xanthine/inosine containing","15136","LC/MS Pos","1785","285","64959","C01762","HMDB00299"
"874","xylitol","87-99-0;","Carbohydrate","Nucleotide sugars, pentose metabolism","41319","GC/MS","1677.6","217","6912","C00379","HMDB00568"
"875","xylonate","73686-31-7;","Carbohydrate","Nucleotide sugars, pentose metabolism","35638","GC/MS","1722","292","6602431","C05411",NA
"876","xylose","609-06-3;","Carbohydrate","Nucleotide sugars, pentose metabolism","15835","GC/MS","1723.9","204","135191","C00181","HMDB00098"
"877","xylulose","551-84-8;","Carbohydrate","Nucleotide sugars, pentose metabolism","18344","GC/MS","1668","306.10000000000002","5289590","C00310","HMDB00654"
